Hour,Spaces_Left,Free Spaces  %,Occupancy,Working_Day,Holiday,Reading_Week,Study_Week,Exam_Week
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,0,0,100,1,0,0,0,0
14,6,3,97,1,0,0,0,0
15,9,4,96,1,0,0,0,0
16,11,5,95,1,0,0,0,0
17,70,30,70,1,0,0,0,0
18,95,40,60,1,0,0,0,0
19,130,55,45,1,0,0,0,0
20,210,89,11,1,0,0,0,0
21,220,94,6,1,0,0,0,0
22,220,94,6,1,0,0,0,0
23,220,94,6,1,0,0,0,0
0,220,94,6,1,0,0,0,0
1,220,94,6,1,0,0,0,0
2,220,94,6,1,0,0,0,0
3,220,94,6,1,0,0,0,0
4,220,94,6,1,0,0,0,0
5,220,94,6,1,0,0,0,0
6,189,80,20,1,0,0,0,0
7,60,26,74,1,0,0,0,0
8,14,6,94,1,0,0,0,0
9,12,5,95,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,0,0,100,1,0,0,0,0
14,4,2,98,1,0,0,0,0
15,5,2,98,1,0,0,0,0
16,9,4,96,1,0,0,0,0
17,80,34,66,1,0,0,0,0
18,110,47,53,1,0,0,0,0
19,205,87,13,1,0,0,0,0
20,223,95,5,1,0,0,0,0
21,223,95,5,1,0,0,0,0
22,223,95,5,1,0,0,0,0
23,223,95,5,1,0,0,0,0
0,223,95,5,0,1,0,0,0
1,223,95,5,0,1,0,0,0
2,223,95,5,0,1,0,0,0
3,223,95,5,0,1,0,0,0
4,223,95,5,0,1,0,0,0
5,223,95,5,0,1,0,0,0
6,210,89,11,0,1,0,0,0
7,190,81,19,0,1,0,0,0
8,50,21,79,0,1,0,0,0
9,45,19,81,0,1,0,0,0
10,43,18,82,0,1,0,0,0
11,44,19,81,0,1,0,0,0
12,35,15,85,0,1,0,0,0
13,35,15,85,0,1,0,0,0
14,35,15,85,0,1,0,0,0
15,35,15,85,0,1,0,0,0
16,35,15,85,0,1,0,0,0
17,110,47,53,0,1,0,0,0
18,145,62,38,0,1,0,0,0
19,210,89,11,0,1,0,0,0
20,224,95,5,0,1,0,0,0
21,224,95,5,0,1,0,0,0
22,224,95,5,0,1,0,0,0
23,224,95,5,0,1,0,0,0
0,224,95,5,0,1,0,0,0
1,224,95,5,0,1,0,0,0
2,224,95,5,0,1,0,0,0
3,224,95,5,0,1,0,0,0
4,224,95,5,0,1,0,0,0
5,224,95,5,0,1,0,0,0
6,210,89,11,0,1,0,0,0
7,190,81,19,0,1,0,0,0
8,110,47,53,0,1,0,0,0
9,108,46,54,0,1,0,0,0
10,107,46,54,0,1,0,0,0
11,104,44,56,0,1,0,0,0
12,103,44,56,0,1,0,0,0
13,101,43,57,0,1,0,0,0
14,110,47,53,0,1,0,0,0
15,153,65,35,0,1,0,0,0
16,160,68,32,0,1,0,0,0
17,162,69,31,0,1,0,0,0
18,190,81,19,0,1,0,0,0
19,234,100,0,0,1,0,0,0
20,234,100,0,0,1,0,0,0
21,234,100,0,0,1,0,0,0
22,234,100,0,0,1,0,0,0
23,234,100,0,0,1,0,0,0
0,234,100,0,1,0,0,0,0
1,234,100,0,1,0,0,0,0
2,234,100,0,1,0,0,0,0
3,234,100,0,1,0,0,0,0
4,234,100,0,1,0,0,0,0
5,234,100,0,1,0,0,0,0
6,234,100,0,1,0,0,0,0
7,210,89,11,1,0,0,0,0
8,50,21,79,1,0,0,0,0
9,30,13,87,1,0,0,0,0
10,10,4,96,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,0,0,100,1,0,0,0,0
14,0,0,100,1,0,0,0,0
15,6,3,97,1,0,0,0,0
16,10,4,96,1,0,0,0,0
17,70,30,70,1,0,0,0,0
18,104,44,56,1,0,0,0,0
19,130,55,45,1,0,0,0,0
20,210,89,11,1,0,0,0,0
21,224,95,5,1,0,0,0,0
22,224,95,5,1,0,0,0,0
23,224,95,5,1,0,0,0,0
0,224,95,5,1,0,0,0,0
1,224,95,5,1,0,0,0,0
2,224,95,5,1,0,0,0,0
3,224,95,5,1,0,0,0,0
4,224,95,5,1,0,0,0,0
5,224,95,5,1,0,0,0,0
6,190,81,19,1,0,0,0,0
7,80,34,66,1,0,0,0,0
8,30,13,87,1,0,0,0,0
9,10,4,96,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,0,0,100,1,0,0,0,0
14,2,1,99,1,0,0,0,0
15,3,1,99,1,0,0,0,0
16,5,2,98,1,0,0,0,0
17,40,17,83,1,0,0,0,0
18,60,26,74,1,0,0,0,0
19,120,51,49,1,0,0,0,0
20,215,91,9,1,0,0,0,0
21,225,96,4,1,0,0,0,0
22,225,96,4,1,0,0,0,0
23,225,96,4,1,0,0,0,0
0,225,96,4,1,0,0,0,0
1,225,96,4,1,0,0,0,0
2,225,96,4,1,0,0,0,0
3,225,96,4,1,0,0,0,0
4,225,96,4,1,0,0,0,0
5,225,96,4,1,0,0,0,0
6,180,77,23,1,0,0,0,0
7,110,47,53,1,0,0,0,0
8,20,9,91,1,0,0,0,0
9,10,4,96,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,0,0,100,1,0,0,0,0
14,4,2,98,1,0,0,0,0
15,6,3,97,1,0,0,0,0
16,15,6,94,1,0,0,0,0
17,60,26,74,1,0,0,0,0
18,110,47,53,1,0,0,0,0
19,115,49,51,1,0,0,0,0
20,219,93,7,1,0,0,0,0
21,219,93,7,1,0,0,0,0
22,219,93,7,1,0,0,0,0
23,219,93,7,1,0,0,0,0
0,219,93,7,1,0,0,0,0
1,219,93,7,1,0,0,0,0
2,219,93,7,1,0,0,0,0
3,219,93,7,1,0,0,0,0
4,219,93,7,1,0,0,0,0
5,219,93,7,1,0,0,0,0
6,180,77,23,1,0,0,0,0
7,130,55,45,1,0,0,0,0
8,70,30,70,1,0,0,0,0
9,18,8,92,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,0,0,100,1,0,0,0,0
14,0,0,100,1,0,0,0,0
15,3,1,99,1,0,0,0,0
16,6,3,97,1,0,0,0,0
17,60,26,74,1,0,0,0,0
18,80,34,66,1,0,0,0,0
19,114,49,51,1,0,0,0,0
20,226,96,4,1,0,0,0,0
21,227,97,3,1,0,0,0,0
22,227,97,3,1,0,0,0,0
23,227,97,3,1,0,0,0,0
0,227,97,3,1,0,0,0,0
1,227,97,3,1,0,0,0,0
2,227,97,3,1,0,0,0,0
3,227,97,3,1,0,0,0,0
4,227,97,3,1,0,0,0,0
5,227,97,3,1,0,0,0,0
6,110,47,53,1,0,0,0,0
7,80,34,66,1,0,0,0,0
8,14,6,94,1,0,0,0,0
9,9,4,96,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,0,0,100,1,0,0,0,0
14,0,0,100,1,0,0,0,0
15,8,3,97,1,0,0,0,0
16,15,6,94,1,0,0,0,0
17,70,30,70,1,0,0,0,0
18,110,47,53,1,0,0,0,0
19,150,64,36,1,0,0,0,0
20,220,94,6,1,0,0,0,0
21,229,97,3,1,0,0,0,0
22,229,97,3,1,0,0,0,0
23,229,97,3,1,0,0,0,0
0,229,97,3,0,1,0,0,0
1,229,97,3,0,1,0,0,0
2,229,97,3,0,1,0,0,0
3,229,97,3,0,1,0,0,0
4,229,97,3,0,1,0,0,0
5,229,97,3,0,1,0,0,0
6,190,81,19,0,1,0,0,0
7,110,47,53,0,1,0,0,0
8,60,26,74,0,1,0,0,0
9,50,21,79,0,1,0,0,0
10,50,21,79,0,1,0,0,0
11,54,23,77,0,1,0,0,0
12,55,23,77,0,1,0,0,0
13,60,26,74,0,1,0,0,0
14,65,28,72,0,1,0,0,0
15,65,28,72,0,1,0,0,0
16,70,30,70,0,1,0,0,0
17,90,38,62,0,1,0,0,0
18,110,47,53,0,1,0,0,0
19,140,60,40,0,1,0,0,0
20,224,95,5,0,1,0,0,0
21,224,95,5,0,1,0,0,0
22,224,95,5,0,1,0,0,0
23,224,95,5,0,1,0,0,0
0,224,95,5,0,1,0,0,0
1,224,95,5,0,1,0,0,0
2,224,95,5,0,1,0,0,0
3,224,95,5,0,1,0,0,0
4,224,95,5,0,1,0,0,0
5,224,95,5,0,1,0,0,0
6,170,72,28,0,1,0,0,0
7,60,26,74,0,1,0,0,0
8,52,22,78,0,1,0,0,0
9,52,22,78,0,1,0,0,0
10,52,22,78,0,1,0,0,0
11,52,22,78,0,1,0,0,0
12,55,23,77,0,1,0,0,0
13,55,23,77,0,1,0,0,0
14,55,23,77,0,1,0,0,0
15,60,26,74,0,1,0,0,0
16,75,32,68,0,1,0,0,0
17,95,40,60,0,1,0,0,0
18,110,47,53,0,1,0,0,0
19,190,81,19,0,1,0,0,0
20,227,97,3,0,1,0,0,0
21,227,97,3,0,1,0,0,0
22,227,97,3,0,1,0,0,0
23,227,97,3,0,1,0,0,0
0,227,97,3,0,0,1,0,0
1,227,97,3,0,0,1,0,0
2,227,97,3,0,0,1,0,0
3,227,97,3,0,0,1,0,0
4,227,97,3,0,0,1,0,0
5,227,97,3,0,0,1,0,0
6,160,68,32,0,0,1,0,0
7,70,30,70,0,0,1,0,0
8,20,9,91,0,0,1,0,0
9,10,4,96,0,0,1,0,0
10,0,0,100,0,0,1,0,0
11,0,0,100,0,0,1,0,0
12,0,0,100,0,0,1,0,0
13,0,0,100,0,0,1,0,0
14,3,1,99,0,0,1,0,0
15,5,2,98,0,0,1,0,0
16,20,9,91,0,0,1,0,0
17,70,30,70,0,0,1,0,0
18,90,38,62,0,0,1,0,0
19,98,42,58,0,0,1,0,0
20,110,47,53,0,0,1,0,0
21,226,96,4,0,0,1,0,0
22,226,96,4,0,0,1,0,0
23,226,96,4,0,0,1,0,0
0,226,96,4,0,0,1,0,0
1,226,96,4,0,0,1,0,0
2,226,96,4,0,0,1,0,0
3,226,96,4,0,0,1,0,0
4,226,96,4,0,0,1,0,0
5,226,96,4,0,0,1,0,0
6,130,55,45,0,0,1,0,0
7,70,30,70,0,0,1,0,0
8,18,8,92,0,0,1,0,0
9,10,4,96,0,0,1,0,0
10,0,0,100,0,0,1,0,0
11,0,0,100,0,0,1,0,0
12,0,0,100,0,0,1,0,0
13,0,0,100,0,0,1,0,0
14,0,0,100,0,0,1,0,0
15,3,1,99,0,0,1,0,0
16,50,21,79,0,0,1,0,0
17,80,34,66,0,0,1,0,0
18,110,47,53,0,0,1,0,0
19,180,77,23,0,0,1,0,0
20,210,89,11,0,0,1,0,0
21,228,97,3,0,0,1,0,0
22,228,97,3,0,0,1,0,0
23,228,97,3,0,0,1,0,0
0,228,97,3,0,0,1,0,0
1,228,97,3,0,0,1,0,0
2,228,97,3,0,0,1,0,0
3,228,97,3,0,0,1,0,0
4,228,97,3,0,0,1,0,0
5,228,97,3,0,0,1,0,0
6,120,51,49,0,0,1,0,0
7,60,26,74,0,0,1,0,0
8,19,8,92,0,0,1,0,0
9,10,4,96,0,0,1,0,0
10,0,0,100,0,0,1,0,0
11,0,0,100,0,0,1,0,0
12,0,0,100,0,0,1,0,0
13,0,0,100,0,0,1,0,0
14,4,2,98,0,0,1,0,0
15,8,3,97,0,0,1,0,0
16,10,4,96,0,0,1,0,0
17,60,26,74,0,0,1,0,0
18,90,38,62,0,0,1,0,0
19,120,51,49,0,0,1,0,0
20,229,97,3,0,0,1,0,0
21,229,97,3,0,0,1,0,0
22,229,97,3,0,0,1,0,0
23,229,97,3,0,0,1,0,0
0,229,97,3,0,0,1,0,0
1,229,97,3,0,0,1,0,0
2,229,97,3,0,0,1,0,0
3,229,97,3,0,0,1,0,0
4,229,97,3,0,0,1,0,0
5,229,97,3,0,0,1,0,0
6,180,77,23,0,0,1,0,0
7,70,30,70,0,0,1,0,0
8,22,9,91,0,0,1,0,0
9,10,4,96,0,0,1,0,0
10,0,0,100,0,0,1,0,0
11,0,0,100,0,0,1,0,0
12,0,0,100,0,0,1,0,0
13,0,0,100,0,0,1,0,0
14,4,2,98,0,0,1,0,0
15,6,3,97,0,0,1,0,0
16,10,4,96,0,0,1,0,0
17,62,26,74,0,0,1,0,0
18,90,38,62,0,0,1,0,0
19,118,50,50,0,0,1,0,0
20,140,60,40,0,0,1,0,0
21,230,98,2,0,0,1,0,0
22,230,98,2,0,0,1,0,0
23,230,98,2,0,0,1,0,0
0,230,98,2,0,1,0,0,0
1,230,98,2,0,1,0,0,0
2,230,98,2,0,1,0,0,0
3,230,98,2,0,1,0,0,0
4,230,98,2,0,1,0,0,0
5,230,98,2,0,1,0,0,0
6,160,68,32,0,1,0,0,0
7,80,34,66,0,1,0,0,0
8,19,8,92,0,1,0,0,0
9,9,4,96,0,1,0,0,0
10,0,0,100,0,1,0,0,0
11,0,0,100,0,1,0,0,0
12,0,0,100,0,1,0,0,0
13,0,0,100,0,1,0,0,0
14,0,0,100,0,1,0,0,0
15,4,2,98,0,1,0,0,0
16,5,2,98,0,1,0,0,0
17,19,8,92,0,1,0,0,0
18,30,13,87,0,1,0,0,0
19,40,17,83,0,1,0,0,0
20,80,34,66,0,1,0,0,0
21,110,47,53,0,1,0,0,0
22,190,81,19,0,1,0,0,0
23,210,89,11,0,1,0,0,0
0,218,93,7,0,0,1,0,0
1,218,93,7,0,0,1,0,0
2,218,93,7,0,0,1,0,0
3,218,93,7,0,0,1,0,0
4,218,93,7,0,0,1,0,0
5,218,93,7,0,0,1,0,0
6,180,77,23,0,0,1,0,0
7,110,47,53,0,0,1,0,0
8,60,26,74,0,0,1,0,0
9,50,21,79,0,0,1,0,0
10,50,21,79,0,0,1,0,0
11,50,21,79,0,0,1,0,0
12,50,21,79,0,0,1,0,0
13,50,21,79,0,0,1,0,0
14,55,23,77,0,0,1,0,0
15,55,23,77,0,0,1,0,0
16,70,30,70,0,0,1,0,0
17,110,47,53,0,0,1,0,0
18,180,77,23,0,0,1,0,0
19,190,81,19,0,0,1,0,0
20,220,94,6,0,0,1,0,0
21,220,94,6,0,0,1,0,0
22,220,94,6,0,0,1,0,0
23,220,94,6,0,0,1,0,0
0,220,94,6,0,1,0,0,0
1,220,94,6,0,1,0,0,0
2,220,94,6,0,1,0,0,0
3,220,94,6,0,1,0,0,0
4,220,94,6,0,1,0,0,0
5,220,94,6,0,1,0,0,0
6,160,68,32,0,1,0,0,0
7,70,30,70,0,1,0,0,0
8,60,26,74,0,1,0,0,0
9,60,26,74,0,1,0,0,0
10,52,22,78,0,1,0,0,0
11,52,22,78,0,1,0,0,0
12,52,22,78,0,1,0,0,0
13,52,22,78,0,1,0,0,0
14,60,26,74,0,1,0,0,0
15,70,30,70,0,1,0,0,0
16,78,33,67,0,1,0,0,0
17,90,38,62,0,1,0,0,0
18,110,47,53,0,1,0,0,0
19,170,72,28,0,1,0,0,0
20,210,89,11,0,1,0,0,0
21,227,97,3,0,1,0,0,0
22,227,97,3,0,1,0,0,0
23,227,97,3,0,1,0,0,0
0,227,97,3,1,0,0,0,0
1,227,97,3,1,0,0,0,0
2,227,97,3,1,0,0,0,0
3,227,97,3,1,0,0,0,0
4,227,97,3,1,0,0,0,0
5,150,64,36,1,0,0,0,0
6,70,30,70,1,0,0,0,0
7,23,10,90,1,0,0,0,0
8,10,4,96,1,0,0,0,0
9,0,0,100,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,0,0,100,1,0,0,0,0
14,3,1,99,1,0,0,0,0
15,10,4,96,1,0,0,0,0
16,50,21,79,1,0,0,0,0
17,80,34,66,1,0,0,0,0
18,107,46,54,1,0,0,0,0
19,212,90,10,1,0,0,0,0
20,228,97,3,1,0,0,0,0
21,228,97,3,1,0,0,0,0
22,228,97,3,1,0,0,0,0
23,228,97,3,1,0,0,0,0
0,228,97,3,1,0,0,0,0
1,228,97,3,1,0,0,0,0
2,228,97,3,1,0,0,0,0
3,228,97,3,1,0,0,0,0
4,228,97,3,1,0,0,0,0
5,150,64,36,1,0,0,0,0
6,90,38,62,1,0,0,0,0
7,20,9,91,1,0,0,0,0
8,18,8,92,1,0,0,0,0
9,15,6,94,1,0,0,0,0
10,11,5,95,1,0,0,0,0
11,11,5,95,1,0,0,0,0
12,11,5,95,1,0,0,0,0
13,15,6,94,1,0,0,0,0
14,18,8,92,1,0,0,0,0
15,25,11,89,1,0,0,0,0
16,60,26,74,1,0,0,0,0
17,90,38,62,1,0,0,0,0
18,120,51,49,1,0,0,0,0
19,190,81,19,1,0,0,0,0
20,225,96,4,1,0,0,0,0
21,225,96,4,1,0,0,0,0
22,225,96,4,1,0,0,0,0
23,225,96,4,1,0,0,0,0
0,225,96,4,1,0,0,0,0
1,225,96,4,1,0,0,0,0
2,225,96,4,1,0,0,0,0
3,225,96,4,1,0,0,0,0
4,225,96,4,1,0,0,0,0
5,160,68,32,1,0,0,0,0
6,70,30,70,1,0,0,0,0
7,10,4,96,1,0,0,0,0
8,9,4,96,1,0,0,0,0
9,0,0,100,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,2,1,99,1,0,0,0,0
14,4,2,98,1,0,0,0,0
15,40,17,83,1,0,0,0,0
16,60,26,74,1,0,0,0,0
17,90,38,62,1,0,0,0,0
18,140,60,40,1,0,0,0,0
19,180,77,23,1,0,0,0,0
20,227,97,3,1,0,0,0,0
21,227,97,3,1,0,0,0,0
22,227,97,3,1,0,0,0,0
23,227,97,3,1,0,0,0,0
0,227,97,3,1,0,0,0,0
1,227,97,3,1,0,0,0,0
2,227,97,3,1,0,0,0,0
3,227,97,3,1,0,0,0,0
4,227,97,3,1,0,0,0,0
5,155,66,34,1,0,0,0,0
6,90,38,62,1,0,0,0,0
7,18,8,92,1,0,0,0,0
8,10,4,96,1,0,0,0,0
9,0,0,100,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,2,1,99,1,0,0,0,0
14,7,3,97,1,0,0,0,0
15,20,9,91,1,0,0,0,0
16,70,30,70,1,0,0,0,0
17,90,38,62,1,0,0,0,0
18,110,47,53,1,0,0,0,0
19,180,77,23,1,0,0,0,0
20,229,97,3,1,0,0,0,0
21,229,97,3,1,0,0,0,0
22,229,97,3,1,0,0,0,0
23,229,97,3,1,0,0,0,0
0,229,97,3,1,0,0,0,0
1,229,97,3,1,0,0,0,0
2,229,97,3,1,0,0,0,0
3,229,97,3,1,0,0,0,0
4,229,97,3,1,0,0,0,0
5,120,51,49,1,0,0,0,0
6,80,34,66,1,0,0,0,0
7,15,6,94,1,0,0,0,0
8,7,3,97,1,0,0,0,0
9,0,0,100,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,2,1,99,1,0,0,0,0
14,4,2,98,1,0,0,0,0
15,40,17,83,1,0,0,0,0
16,70,30,70,1,0,0,0,0
17,90,38,62,1,0,0,0,0
18,120,51,49,1,0,0,0,0
19,180,77,23,1,0,0,0,0
20,230,98,2,1,0,0,0,0
21,230,98,2,1,0,0,0,0
22,230,98,2,1,0,0,0,0
23,230,98,2,1,0,0,0,0
0,230,98,2,0,1,0,0,0
1,230,98,2,0,1,0,0,0
2,230,98,2,0,1,0,0,0
3,230,98,2,0,1,0,0,0
4,230,98,2,0,1,0,0,0
5,180,77,23,0,1,0,0,0
6,60,26,74,0,1,0,0,0
7,58,25,75,0,1,0,0,0
8,55,23,77,0,1,0,0,0
9,40,17,83,0,1,0,0,0
10,40,17,83,0,1,0,0,0
11,40,17,83,0,1,0,0,0
12,40,17,83,0,1,0,0,0
13,44,19,81,0,1,0,0,0
14,49,21,79,0,1,0,0,0
15,70,30,70,0,1,0,0,0
16,98,42,58,0,1,0,0,0
17,110,47,53,0,1,0,0,0
18,140,60,40,0,1,0,0,0
19,210,89,11,0,1,0,0,0
20,231,98,2,0,1,0,0,0
21,231,98,2,0,1,0,0,0
22,231,98,2,0,1,0,0,0
23,231,98,2,0,1,0,0,0
0,231,98,2,0,1,0,0,0
1,231,98,2,0,1,0,0,0
2,231,98,2,0,1,0,0,0
3,231,98,2,0,1,0,0,0
4,231,98,2,0,1,0,0,0
5,180,77,23,0,1,0,0,0
6,70,30,70,0,1,0,0,0
7,60,26,74,0,1,0,0,0
8,58,25,75,0,1,0,0,0
9,52,22,78,0,1,0,0,0
10,55,23,77,0,1,0,0,0
11,58,25,75,0,1,0,0,0
12,62,26,74,0,1,0,0,0
13,67,29,71,0,1,0,0,0
14,70,30,70,0,1,0,0,0
15,90,38,62,0,1,0,0,0
16,110,47,53,0,1,0,0,0
17,180,77,23,0,1,0,0,0
18,228,97,3,0,1,0,0,0
19,228,97,3,0,1,0,0,0
20,228,97,3,0,1,0,0,0
21,228,97,3,0,1,0,0,0
22,228,97,3,0,1,0,0,0
23,228,97,3,0,1,0,0,0
0,228,97,3,1,0,0,0,0
1,228,97,3,1,0,0,0,0
2,228,97,3,1,0,0,0,0
3,228,97,3,1,0,0,0,0
4,228,97,3,1,0,0,0,0
5,140,60,40,1,0,0,0,0
6,70,30,70,1,0,0,0,0
7,20,9,91,1,0,0,0,0
8,9,4,96,1,0,0,0,0
9,0,0,100,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,3,1,99,1,0,0,0,0
14,9,4,96,1,0,0,0,0
15,12,5,95,1,0,0,0,0
16,50,21,79,1,0,0,0,0
17,90,38,62,1,0,0,0,0
18,119,51,49,1,0,0,0,0
19,180,77,23,1,0,0,0,0
20,229,97,3,1,0,0,0,0
21,229,97,3,1,0,0,0,0
22,229,97,3,1,0,0,0,0
23,229,97,3,1,0,0,0,0
0,229,97,3,1,0,0,0,0
1,229,97,3,1,0,0,0,0
2,229,97,3,1,0,0,0,0
3,229,97,3,1,0,0,0,0
4,229,97,3,1,0,0,0,0
5,150,64,36,1,0,0,0,0
6,70,30,70,1,0,0,0,0
7,16,7,93,1,0,0,0,0
8,10,4,96,1,0,0,0,0
9,0,0,100,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,0,0,100,1,0,0,0,0
14,10,4,96,1,0,0,0,0
15,30,13,87,1,0,0,0,0
16,60,26,74,1,0,0,0,0
17,92,39,61,1,0,0,0,0
18,110,47,53,1,0,0,0,0
19,180,77,23,1,0,0,0,0
20,220,94,6,1,0,0,0,0
21,220,94,6,1,0,0,0,0
22,220,94,6,1,0,0,0,0
23,220,94,6,1,0,0,0,0
0,220,94,6,1,0,0,0,0
1,220,94,6,1,0,0,0,0
2,220,94,6,1,0,0,0,0
3,220,94,6,1,0,0,0,0
4,220,94,6,1,0,0,0,0
5,170,72,28,1,0,0,0,0
6,68,29,71,1,0,0,0,0
7,18,8,92,1,0,0,0,0
8,9,4,96,1,0,0,0,0
9,0,0,100,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,2,1,99,1,0,0,0,0
14,4,2,98,1,0,0,0,0
15,20,9,91,1,0,0,0,0
16,30,13,87,1,0,0,0,0
17,80,34,66,1,0,0,0,0
18,190,81,19,1,0,0,0,0
19,210,89,11,1,0,0,0,0
20,226,96,4,1,0,0,0,0
21,226,96,4,1,0,0,0,0
22,226,96,4,1,0,0,0,0
23,226,96,4,1,0,0,0,0
0,226,96,4,1,0,0,0,0
1,226,96,4,1,0,0,0,0
2,226,96,4,1,0,0,0,0
3,226,96,4,1,0,0,0,0
4,226,96,4,1,0,0,0,0
5,140,60,40,1,0,0,0,0
6,70,30,70,1,0,0,0,0
7,20,9,91,1,0,0,0,0
8,10,4,96,1,0,0,0,0
9,0,0,100,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,0,0,100,1,0,0,0,0
13,2,1,99,1,0,0,0,0
14,10,4,96,1,0,0,0,0
15,30,13,87,1,0,0,0,0
16,70,30,70,1,0,0,0,0
17,110,47,53,1,0,0,0,0
18,120,51,49,1,0,0,0,0
19,225,96,4,1,0,0,0,0
20,225,96,4,1,0,0,0,0
21,225,96,4,1,0,0,0,0
22,225,96,4,1,0,0,0,0
23,225,96,4,1,0,0,0,0
0,225,96,4,1,0,0,0,0
1,225,96,4,1,0,0,0,0
2,225,96,4,1,0,0,0,0
3,225,96,4,1,0,0,0,0
4,225,96,4,1,0,0,0,0
5,140,60,40,1,0,0,0,0
6,60,26,74,1,0,0,0,0
7,14,6,94,1,0,0,0,0
8,9,4,96,1,0,0,0,0
9,0,0,100,1,0,0,0,0
10,0,0,100,1,0,0,0,0
11,0,0,100,1,0,0,0,0
12,9,4,96,1,0,0,0,0
13,18,8,92,1,0,0,0,0
14,20,9,91,1,0,0,0,0
15,30,13,87,1,0,0,0,0
16,60,26,74,1,0,0,0,0
17,90,38,62,1,0,0,0,0
18,110,47,53,1,0,0,0,0
19,130,55,45,1,0,0,0,0
20,228,97,3,1,0,0,0,0
21,228,97,3,1,0,0,0,0
22,228,97,3,1,0,0,0,0
23,228,97,3,1,0,0,0,0
0,228,97,3,0,1,0,0,0
1,228,97,3,0,1,0,0,0
